controlno,Title,Author,Callno,Accession,Copyright,Quantity
120315130800,'Business statistics',"Cabero, Jonathan B.",310 C114 13E,"39342, 39343, 39303, 39302",2013,4
120315130940,'Basic statistics with probability',"Del Rosario, Asuncion C. M",310 D364 10E,39418,2010,1
120315131138,'Business statistics with prpbability',"Del Rosario, Asuncion C. M",310 D364 12E,39422,2012,1
120315131559,'Licensure examination for teachers reviewer',"Padilla, Edward John C.",371.26 P123 13E,39367,2013,1
120315131909,'Principles of marketing',"Kurtz, David L.",380.1 K96 12E,39441,2012,1
120407080006,'Classics of public administration',"Shafritz, Jay M.",351 S525,34003,1997,1
120407080916,'Public administration and management in the Philippines',"Talingdan, Arsenio P.",351 T146,"7625, 5539",1976,2
120407081414,'Primer on the national budget',Office of Budget and Management,352.4 O32,20670,1983,1
120407082518,'Primer on the national budget',Ministry of the Budget,352.48 M665,30663,1980,1
120407084010,'Philippine Civil Service Law',"Busto, Arellano V.",352.63 B982,33324,2003,1
120407084447,'Charter of the United Nations and statute of the International Court of Justice',United Nations,352.84 U58,31100,1946,1
120407084751,'Philippine diplomatic and consular practice',"Castro, Pacifico A.",353.13263 C355,34300,1965,1
120407085215,'Philippine physical fitness test manual',DECS,353.6274 D419,"30000, 30595",1988,2
120407085555,'Elements of park and recreation administration',"Doell, Charles E.",353.78 D651,7715,1973,1
120407105015,'Government and politics of Southeast Asia',"Kahin, George McTurnan",354 K96,A-02,1973,1
120407110339,'Social and economic information for urban planning',"Holleb, Doris B.",354.279 H738,"19224, 19223",1974,2
120407110947,'Warfare',"Harrison, Robert",355.02 H321,"725, 728, 729, 731, 727",1973,5
120407111149,'After the cold war',"Kegley, Charles W. Jr.",355.0217 K26,"32127, 32128",1991,2
120407111503,'The reconstruction of humanity',"Sorokin, Pitirin A.",355.028 S714,31850,1948,1
120407135659,'The new war',"Kerry, John",355.03 K41,908,1997,1
120407135828,'Towards a relevant and responsive national service training program in the school',"Coloma, Teresita Miguel",355.223 C718,"33934, 33935",2004,2
120407141542,'Reserve officers training corps',Philippine Air Force,355.2232 P552,33719,1998,1
120407141713,'Adventurous Armida',"Sharp, Andrew",355.352 S531,34,1961,1
120407141936,'The Ministry of National Defense',Public Information Service,355.6 P976,20757,[19 - ?],1
120407142245,'Background on the bases',American Military Facilities in the Philippines,355.7 A512,33721,1987,1
120407151303,'Salt',"Willrich, Mason",355.825 W739,32557,1974,1
120407151542,'The battles of the constitution',"Goldston, Robert",359.1 G624,"10741, 10743",1969,2
120407152020,'Sacred vessels',"O Connell, Robert L.",359.83 O15,"32154, 32153",1991,2
120407153120,'Therapeutic psychology',"Brammer, Lawrence M.",361.06 B815,499,1960,1
120407153330,'Guidance for youth',"Davis, Frank G.",361.06 D261,18051,1937,1
120407153808,'Counseling for career development',"Tolbert, E. L.",361.06 T648,"10774, 10776",1974,2
120407154429,'Social problems',"Garcia, Manuel B.",361.1 G216,"30871, 1178",1986,2
120407154555,'Social problems in the Philippine context',"Garcia, Manuel B.",361.1 G216 PC,530,1994,1
120407161615,'Social issues and problems',"Ronquillo, Adelaida A.",361.1 R773 SI,"32068, 32677",1989,2
120407161801,'Contemporary social problems and issues (focus on the Philippines)',"Sanchez, Custodiosa A.",361.1 S211 79E,"19921, 19922",1979,2
120407161949,'Contemporary social problems and issues',"Sanchez, Custodiosa Ancheta",361.1 S211 83E,19493,1983,1
120407162143,'Current issues',"Zaide, Ceferino A.",361.1 Z21,19490,1980,1
120407163442,'Guidelines for Christian social action in our neighborhood communities',Philippines for Christ Movement,361.2 P557,20307,1970,1
120910135332,'Guide on employee compensation and benefits',"Villanueva, Elvin B.",344.01 V718 10E,36995,2010,1
120910135514,'Travel agency and tour operation',"Sharma, Lalita",338.4791 S531 10E,36961,2010,1
120910135803,'Entrepreneurship',"Ditablan, Eustaquio C.",338.04 D615 09E,"36981, 36982",2009,2
12611101004,'Event management',"McCartney, Glenn",394.26068 M123 10E,37001,2010,1
12611101203,'Effective classroom management and making the first days of classes significant to the learners',"Yap - Patron, Ida",371.1024 Y25 11E,"36985, 36987, 36986, 36988",2011,4
12611101406,'Handbook on principles of teaching I',"Casinto, Carlo Domingo",371.102 C33 09IE,"36998, 36997",2009,2
12611101911,'A survival guide for hotel professionals',"Gelb, Alan",305.553 G314 09E,36959,2009,1
12611102056,'Speech and drama',"Pangilingan, Estelita C.",302.2242 P191 09E,36989,2009,1
12716132339,'Principles of economics',"Arnold, Roger A.",330 A758 12E,39287,2012,1
12716132723,"'Financial system, market & managemeng'","Laman, Rose Marie B.",332.1 L214 14E,39446,2014,1
12716132943,'Simplified and procedural handbook on income taxation',"Aduana, Nick L.",336.2 A244 12E,"39407, 39406",2012,2
12716133434,'Midas touch',"Trump, Donald J",338.04 T867 12E,39381,2012,1
12716133610,'Food business ideas and edible gifts',"Barrera, Vicky Veloso",338.19 B272 10E,39382,2010,1
20307184751,'Principles and ethics of tour guiding',"Cruz, Zenaida Lansangan",338.4792 C957,"35872, 35871",2008,2
20307184931,'Introduction to tourism',"Leuterio, Florida C.",338.4791 L654,"35869, 35868",2007,2
20307185151,'Philippine tourism laws',"Cabulay, Danny A.",343.07891,35894,2008,1
20307185657,'Essentials of nutrition in Philippine settings',"Ruiz, Adela Jamorabo",363.8 R934,35865,2006,1
20307191654,'Nutrition made incredibly easy',"Stockslager, Jaime L.",636.8 S865,35864,2003,1
20307191833,'Essentials of food safety and sanitation',"McSwane, David",363.192 M175,35893,2006,1
20307192235,'Principles of marketing leadership in hospitality and tourism',"Shoemaker, Stowe",338.4793 S559,35909,2007,1
20307192407,'Tour guiding as a profession',"Salamanca, Ma. Dolores N.",338.4792 S159,"35939, 35938",2006,2
20307192520,'Tourism',"Goeldner, Charles R.",338.4791 G595,"35912, 35911, 35913",2006,3
20307192721,'Food service and bartending',"Roldan, Amelia Samson",338.476 R744 08 E,"35905, 35904",2008,2
20307192917,'Facilities planning and design for lodging and foodservice operations',"Perdigon, Grace P.",338.476 P433,"35901, 35900",2004,2
20307193044,'Food production management',"Samson, Janil Jose F.",338.19 S193,"35916, 35917",2007,2
20307193209,'Convention and event management',"Cruz, Zenaida L.",341.026 C957,"35935, 35934",2008,2
20307193330,'Convention management and service',"Astroff, Milton T.",341.026 A859,35955,2006,1
20307193455,'Pertinent laws on hospitality management (tourism laws)',"Maranan, Mario H.",343.07891 M311,35928,2007,1
20307193630,'Managerial accounting and finance for hospitality operations',"Cabrera, Ma. Elenita B.",657.8322 C117,"35919, 35918",2007,2
20608142934,'Behavioral social work',"Hudson, Barbara L.",361.3 H885,"30055, 30052, 30051",1986,3
20608143325,'Denmark a troubled welfare state',"Miller, Kenneth E.",361.6509 M648,32147,1991,1
20608143537,'Primary health care',Department of Health,362.1 D419,31603,1987,1
20608145530,'Introduction to health science technology',"Simmers, Louise",362.1 S592,34934,2005,1
20608163012,'Hone nursing textbook',"Nursing Services, American Red Cross",362.16 N974,20415,1951,1
20608163141,'A well model approach to care of the dying client',"McGrory, Arlene",362.175 M147,"18433, 18432",1978,2
20608163738,'Principles of mental hygiene',"Gaerlan, Josefina E.",362.2 G128,"20480, 20493",1985,2
20608164222,"'Youth, socialization and mental health'","Lebra, William P.",362.2 L451,18928,1974,1
20608164427,'Programmed learning aid for the prevention of mental disorders',"Muñoz, Ricardo F.",362.2 M967,"18434, 18435, 7851, 7852",1975,4
20708090249,'Changing perspectives in mental illness',"Plog, Stanley C.",362.2 P729,8009,1969,1
20708090452,'American under siege',"Ilao, Tom S.",362.29 I27,33747,1988,1
20708091738,'Should you drink...',"Durfee, Charles H.",362.292 D958,31726,1954,1
20708104240,'Wastong pakikitungo ng magulang sa anak hinggil sa droga',"Comandante, Federico S.",362.2928 C728,30019,1989,1
20708104611,'Child abuse',"Ang, Armando",362.76 A581,35009,2006,1
20708104732,'No - fault marriage',"Lasswell, Marcia",362.8286 L348,32325,1984,1
20708105141,'Intimate strangers',"Rubin, Lillian B.",362.8286 R896,20380,1985,1
20708105938,'Accident prevention',International Labour Organizationa,363.1 I61,33352,1961,1
20708111356,'A killing wind',"Kurzman, Dan",363.1792 K96,30349,1987,1
20708111813,'Criminal investigation',"Horgan, John J.",363.25 H811,18321,1974,1
20708112038,'Abortion',"Guru, Jagad",363.46 G981,30582,1982,1
20708112204,'Protection of mankind''s cultural heritage',UNESCO,363.69 U56,20648,1970,1
20708112324,'Environmental science',"Arms, Karen",363.7 A734,31896,1990,1
20708112443,'State of the world 1993',"Brown, Lester R.",363.7 B878,31839,1993,1
20708112642,'Environmental science action for a sustainable future',"Chiras, Daniel P.",363.7 C541,31893,1991,1
20708134309,'Life science investigations man and the environment',"Rasmussen, Frederick A.",363.7 R225,"32551, 32550",[19 - ?],2
20708134542,'Highways and our environment',"Robinson, John",363.7 R662,"18191, 18190",1971,2
20708134927,'Save mother earth',"Soriano, Luz Emmanuel",363.7 S714,"384, 385",1995,2
20708135508,'Environmental protection as an element of order policy',"Thesing, Joseph",363.7 T413,34313,1996,1
20708140040,'The state of the Philippines environment',"Tujan, Antonio Jr.",363.7 T916,1243,2002,1
20708140252,'Environmental science',"Turk, Jonathan",363.7 T939,32012,1988,1
20708140746,'Environment and man',"Wagner, Richard H.",363.7 W134,18770,1974,1
20708141137,'Our polluted planet',Ambassador College Research Department,363.73 A471,"20321, 20319, 20318",1968,3
20708141333,'Environmental pollution',"Hodges, Laurent",363.73 H688,18456,1973,1
20708141515,'Controlling pollution',"Muro, Vicente",363.73 M977 CP,19695,1977,1
20708141815,'Air pollution handbook',"Magill, Paul L.",363.7392 M194,"18364, 18341",1956,2
20708141935,'Nutrition in a nutshell',"Williams, Roger J.",363.8 W726,19961,1962,1
20708142118,'AKAP instruments in family planning in the Philippines',"Alfonso, Herminia M.",363.96 A388,18795,1976,1
20708142328,'Philippine family planning chart book 197',Commission on Population,363.96,20722,1972,1
20708142821,'Natural birth control and how to choose the sex of your child',"Ostrander, Sheila",363.96 O85,5722,1973,1
20708143021,'Trip to the underworld (modus operandi)',"Parungao, Miguel Deala",364.1 P275,31200,1980,1
20708143226,'The ends of power',"Haldeman, H. R.",364.132 H159,33815,1978,1
20708144257,'Report of the President''s Commission on the assassination of President John F. Kennedy',"Warren, Earl",364.1524 W287,255,1964,1
20708144517,'The root cause of crime',"Paramahamsa, Siddhaswarupanada",364.2 P222,30577,1989,1
20708144814,'Manwal lupon ng paghadlang sa krimen sa barangay',"Comandante, Federico S.",364.4 C728,31115,1984,1
20708144951,'Introduction to correctional science',"Carney, Louis P.",364.6 C289,"18209, 18211, 18212, 18213, 18332, 18210",1974,6
20708145140,'Handbook for chairmen and secretaries',"Bentley, C. F.",367 B477,31197,1970,1
20708145404,'The law on insurance (with insolvency law)',"De Leon, Hector S.",368 D346 84E,"19817, 19815",1984,2
20708145907,'Risk management and insurance',"Harrington, Scott E.",368 H311,"928, 952",1999,2
20708150123,'Property loss adjusting vol. 1',"Markham, James J.",368 P965,1428,1990,1
20708150414,'Book of scouting',"Bezucha, R. D.",369.43 B574,595,1959,1
20708153056,"'Freedom, bureaucracy and schooling'","Haubrich, Vernon F.",370 H368,5591,1971,1
20708160022,'Kaleidoscope',"Ryan, Kevin",370 R988,"10371, 10370",1975,2
20708160628,'Transformative education',"Tujar, Antonio Jr.",370 T968,33662,2004,1
20708160852,'Effective school education',"Venkataiah, S.",370 V461,34733,2002,1
20708163004,'In touch with students',"Campbell, John R.",370.1 C188,20357,1972,1
20708163136,'Report on the proceedings of the 12th national convention',CEAP National Convention,370.1 C363,F-01,1972,1
20811153136,'Comprehensive study guide for G.C.E. 'A' level economics H1 & H2',"Susanto, Iwan",330 S964 09E,36945,2009,1
20811155014,'Anthropological and sociological concepts and perspectives',"Zulueta, Francisco. M.",301 Z94 06E,36993,2009,1
21220144125,'Investment Mathematics made easy',"Ballada, Win",332.1754 B188 13E,"41635, 41636",2013,2
21220144342,'Transfer and business taxes',"Ampongan, Omar Erasmo G.",336.2 A526 11E,41625,2011,1
21220144446,'Quicknotes taxation',"De Vera, Jack L. A.",336.2 D491 13E,41618,2013,1
21220144544,'Transfer and business taxation',"Tabag, Enrico D.",336.2 T112 14E,41613,2014,1
21220144720,'Philippine income tax',"De Vera, Jack L. A.",336.24 D491 14E,41604,2014,1
21220153401,'Income taxation',"Tabag, Enrico D.",336.24 T112 14E,41612,2014,1
21220153511,'Income taxation',"Valencia, Edwin G.",336.24 V152 13E,"41600, 41611",2013,2
21220153623,'Transfer and business taxation made easy',"Ballada, Susan",336.27 B188 13E,41629,2013,1
21220154150,'Fundamentals of accounting for partnerships and corporations',"Alajar, Joffre M.",346.0682 A317 13E,41602,2013,1
21220154255,'The law on partnerships and private corporations',"De Leon, Hector S.",346.0682 D346 13E,41614,2013,1
21408161544,'2nd annual seminar on youth community service',Student s Assistance Committee,371.19 S933 2,8342,1973,1
21408161827,'3rd annual seminar',Student s Assistance Committee,371.19 S933 3,32085,1974,1
21908075201,'Supervision of instruction',"Bago, Adelaida L.",371.2 B148,34626,2005,1
21908081536,'Strategies for effective school management',"Borromeo, Roberto T.",371.2 B737,32817,1995,1
21908082150,'Personnel management in school administration',"Chandler, B. J.",371.2 C455,18059,1955,1
21908082326,'School administration and supervision',"Gregorio, Herman C.",371.2 G821,32629,1961,1
21908082531,'Human relations in school administration',"Griffths, Daniel E.",371.2 G855,1448,[19 - ?],1
21908083218,'Publis secondary school administration in the Philippines',"Guiang, Pedro G.",371.2 G943,18023,1970,1
21908083352,'Recent trends in administration in Southeast Asian Universities',"Hsueh, S. S.",371.2 H873,20774,1970,1
21908084005,'Handbook of college and university administration',"Knowles, Asa S.",371.2 K73,18363,1970,1
21908084227,'School management by objectives',"Lewis, James Jr.",371.2 L674,20704,1974,1
21908085058,'Administration and supervision for Philippine schools',"Naval, Macario",371.2 N318,"242, 5656",1971,2
21908085755,'A handbook of school personnel administration',"Saplala - Yap, Benita",371.2 S241,20652,1979,1
22008155802,'The pricipalship',"Roe, William H.",371.2012 R699,18557,1974,1
22008162711,'Supervision',"Barr, A. S.",371.203 B268 DLI,26,1947,1
22108075351,'Supervision',"Barr, A. S.",371.203 B268 PPI,18047,1938,1
22108075913,'Clinical supervision',"Goldhanner, Robert",371.203 G618,"31692, 31691",1980,2
22108080109,'Guide for instructional supervision and evaluation',International Catholic Migration Commission,371.203 I61,31553,1986,1
22108080238,'Establishing instructional goals',"Popham, W. James",371.203 P827,20701,1970,1
22108080410,'Supervison in elementary schools',"Vashist, S. R.",371.203 V333,34682,2004,1
22108081417,'School planning',"Arcelo, Adriano A.",371.207 A668 S,19143,1971,1
22108083537,'Strategic planning in education',"Miclat, Eusebio F., Jr.",371.207 M625,"35067, 35068",2006,2
22108083748,'Voice and articulation',"Van Riper, Charles",371.21 V274,1372,1961,1
22108084358,'Fundamentals of measurement and evaluation',"Aquino, Gaudencio V.",371.26 A657 FM,10406,1974,1
22108084552,'Measurement and evaluation',"Asaad, Abubakar S.",371.26 A798,34386,2004,1
22108084822,'Measurement and evaluation',"Calderon, Jose F.",371.26 C146,"35132, 35597, 35598, 35133","2006, 2007",4
22108090833,'Measuring and evaluating school learning',"Carey, Lou M.",371.26 C274,31977,1988,1
22108091837,'Evaluation for Philippine schools',"Clemente, Tito",371.26 C626,5625,1967,1
22108101952,'Improving student learning',"Jenkins, Lee",371.26 J52,1286,1997,1
22108102329,'Educational testing and measurement',"Kubiszyn, Tom",371.26 K95,950,2000,1
22108103231,'Statistics and measurement in the classroom',"McFarland, Susan J.",371.26 M143,7681,1971,1
22108103740,'PAFTE 3 licensure examination for teacher (LET) reviewer',"Mina - Roguel, Solidad S.",371.26 M663,"33051, 33052, 34301, 34302",2003,4
22108104344,'What do you know? The ultimate test of common (and not so common) knowledge',"O Neill, Jaime",371.26 O58,33253,1990,1
22108105030,'Measurement and evaluation in teaching and learning',"Reganit, Arnulfo Aaron R.",371.26 R333,"33927, 33926",2004,2
22108105246,'Evaluation and measurement for Philippine schools',"Ruiz, Macario B.",371.26 R934,"19479, 19460",1967,2
22108105435,'Constructing classroom examinations',"George, David",371.261 G347,34728,2005,1
22108105912,'Assessing student learning',"Bandola, Expeditha I.",371.262 B214,"33564, 33563",2003,2
22108110059,'Assessment of learning outcomes (cognitive domain)',"Gutierrez, Danilo S.",371.262 G984 AL,"35439, 35440",2007,2
22108134705,"'Student diagnosis, placement, and prescription'","Worner, Roger B.",371.262 W928,18647,1977,1
22108140123,'Principles and strategies of teaching',"Acero, Victoria O.",371.3 A173,"817, 31318",[19 - ?],2
22108143229,'Teaching strategies',"Alcantara, Rebecca D.",371.3 A347,"31468, 31467, 31466, 30880, 30878, 32065, 30869, 30867, 30753, 1435, 30879, 31470, 32066, 32109, 32270, 660, 1154, 31469",1996,18
22108143928,'Teaching strategies 1',"Alcantara, Rebecca D.",371.3 A347,"35424, 35425, 35423, 34936",2003,4
22108151436,'Fundamentals of effective teaching',"Aquino, Gaudencio V.",371.3 A657,"20356, 19453",1974,2
22108152804,'Principles and methods of effective teaching',"Aquino, Gaudencio V.",371.3 A657 PT,32665,1988,1
22108153802,'Teaching',"Aquino, Gaudencio V.",371.3 A657 TMS,656,1997,1
22108154718,'Teaching made easy',"Boiser, D. C.",371.3 B675,"34851, 34852",2004,2
22608074956,'Teachers'' handbook on teaching thinking skills and disciplines',"Cheong, Agnes Chang Shook",371.3 C456,"34543, 34563, 34571",2002,3
22608075915,'The teaching of ideals',"Charters, W. W.",371.3 C486,18045,1929,1
22608081350,'Principles and strategies of teaching',"Corpuz, Brenda B.",371.3 C822,34585,2003,1
22608081603,'Principles and strategies of teaching 2',"Corpuz, Brender B.",371.3 C822 06E,"35046, 35045",2006,2
22608081854,'Teaching strategies in livelihood and vocational education',"Dagoon, Jesse D.",371.3 D127,34382,2003,1
22608082102,'Science learning and teaching',"Fernandez, Maris S.",371.3 F363,20664,[19 - ?],1
22708141017,'Focus on teaching',"Garcia, Manuel Buenconsejo",371.3 G216,"30838, 30840, 30839, 32054",1989,4
22708144534,'Principles and strategies of teaching',"Garcia, Carlito D.",371.3 G216 PS,"34460, 25229, 25230, 25228",2005,4
22708144942,'Teaching the high school subjects',"Gonzalez, Esperanza A.",371.3 G643,18833,1976,1
22708145746,'Principles and methods of teaching',"Gregorio, Herman C.",371.3 G821 PM,19491,1976,1
22708145854,'Principles and methods of teaching',"Gregorio, Herman C.",371.3 G821 RE,20327,1967,1
22708150032,'For the Filipino teacher',"Hidalgo, Fe. S. J.",371.3 H632,"32641, 32642",1984,2
22708150203,'Principles and methods of teaching',"Lardizabal, Amparo S.",371.3 L321 3E,"30845, 30848, 19477, 1155, 61977, 32657, 32656",1995,7
22708151238,'Teaching and evaluating student writing',"McDougal, Littell",371.3 M137,20851,1980,1
22708152053,'Strategies for effective teaching',"Ornstein, Allan C.",371.3 O74,"32670, 30754, 30858",1990,3
22708152346,'Toward effective teaching',"Rivera, Filomena V.",371.3 R621,20263,1980,1
22708160939,'Toward effective teaching',"Rivera, Filomena V.",371.3 R621 RE,32691,1992,1
22708162720,'Methods of teaching',"Salandanan, Gloria G.",371.3 S161,34577,2006,1
22708162821,'Teaching approaches and strategies',"Salandanan, Gloria G.",371.3 S161,"937, 877",2000,2
22708163334,'Techniques of classroom teaching',"Siddiqui, Mujibul Hasan",371.3 S568,34731,2005,1
22708163509,'Teaching strategies in the social sciences for elementary grades',"Songco, Evelyn A.",371.3 S698,"33234, 1432",2002,2
22708163814,'Study guide for the adventures of Tom Sawyer',"Twain, Mark",371.3 T969,31094,1989,1
22708163946,'Teaching strategies and educational alternatives',"Zulueta, Francisco M.",371.3 Z94 2002,"34715, 34716, 34718, 34717",2002,4
22808081628,'Teaching strategies and educational alternatives',"Zulueta, Francisco M.",371.3 Z94,"33634, 33633",2003,2
22808081830,'Principles and methods of teaching',"Zulueta, Francisco M.",371.3 Z94 PM,"34966, 34560, 34559",2006,3
22808082214,'Communication through reports',"Douglas, Paul",371.302 D735,33044,1965,1
22808082945,'Effective study and thinking skills',"Belen, Venus M.",371.30281 B428,33894,2003,1
22808083058,'MLA handbook for writers of research papers',"Gibaldi, Joseph",371.30281 G437,"32490, 32489, 32488, 32492, 32487, 32493",1988,6
22808083411,'Getting smarter',"Greene, Lawrence J.",371.30281 G811,"31902, 31903",1985,2
22808083625,'Your sure guide to effective studying',"King, Jenny",371.30281 K53,1152,2002,1
22808083744,'Studying made easy',"Mendez, Paz P.",371.30281 M538,"20279, 20280, 20281, 20295, 20252, 20241, 20297, 20240, 20239",1965,9
22808084141,'How to write a book report',"Ventura, Sylvia Mendez",371.30281 V468,1336,1998,1
22808084408,'Paghahanda ng mga kagamitang pampagtuturo',"Abad, Marietta A.",371.33 A116,32852,1996,1
22808092430,'Update to the information age classroom',"Cannings, Terence R.",371.33 C225,"31746, 31747",1988,2
22808094625,'Paghahanda ng mga kagamitang pampagtuturo',"Castañeto - Ruedas, Priscilla",371.33 C346,"33512, 33511, 33232",2001,3
22808100326,'Blackboard drawing for geography',"Crichton, J. Stewart",371.33 C928,34483,1962,1
22808100541,'Software projects',"Donavan, John J.",371.33 D687,"18512, 18359, 18513, 18330",1977,4
22808110827,'Teaching educational technology',"Garo, Candelaria D.",371.33 G237,"33693, 34580",2004,2
22808111437,'Methods and materials for teaching the biological sciences',"Miller, David F.",371.33 M647,32560,1962,1
22808111633,'Integrating technology into teaching and learning',"Williams, Michael D.",371.33 W718,"1151, 33487",2000,2
22808111829,'The audio-tutorial approach to learning',"Postlethwait, S. N.",371.335 P857,31295,1972,1
22808112028,'Visual communication',"Racine, Ned",371.335 R121,34912,2002,1
22808112304,'What is microteaching (an auto-instructional kit)',"Macatangay, Ma. Lourdes V.",371.382 M116,"20381, 20410, 20705, 20868, 5582",1972,5
22808113028,'Understanding Waldorf education',"Petrash, Jack",371.39 P493,34986,2002,1
22808140257,'Principles of guidance and counseling',"Aquino, Gaudencio V.",371.4 A657,30440,1980,1
22808140525,'Guidance and counseling in groups',"Bennett, Margaret E.",371.4 B472,8145,1963,1
22808141211,'Principles of guidance',"Bernard, Harold W.",371.4 B518,19489,1977,1
22808141554,'Guidance and counseling today',"Decal - Mendoza, Elenita",371.4 D291,"33322, 33323, 33353, 33439, 34377, 33354",2003,6
22808141832,'Introduction to guidance and counseling (with questions and answers)',"Evangelista, Lourdes L.",371.4 E92,1153,2001,1
22808142253,'Introduction to guidance and counseling (with questions and answers)',"Evangelista, Lourdes L.",371.4 E92 05E,"35118, 35119",2005,2
22808142602,'Principles of guidance',"Jones, Arthur J.",371.4 J76,"5590, 19480",1978,2
22808143047,'Fundamentals of guidance and counseling',"Kapunan, Rocio Reyes",371.4 K17,"34938, 18835, 7645, 819, 670","1999, 2005",5
22808143942,'Principles and practices of guidance and counseling',"Leaño, Roman D. Jr.",371.4 L437,"35213, 35215, 35420, 35419, 35214",2006,5
22808144625,'Guidance in today''s schools',"Mortensen, Donald G.",371.4 M887,19492,1959,1
22808144842,'Counseling in schools',"Schmidt, John J.",371.4 S352,33161,2003,1
22808160715,'Personality and school',"Bliss, Walton B.",371.422 B649,329,1946,1
22808162537,'Essentials of teaching industrial and related subjects',"Belen, Hermogenes",371.425 B428,18050,1962,1
22908085124,'Discipline and the man development of Filipino ideology',"Ledesma, Consuelo P.",371.5 L473,"348, 310, 350, 349",1981,4
22908085501,'School health services',"Wilson, Charles C.",371.71 W747,308,1962,1
22908085620,'Becoming a master student',"Ellis, David B.",371.8 E47,"31895, 31894",1985,2
22908090006,'Women in development',Asian Development Bank,371.822 A,"441, 439, 438, 442, 443, 440",1994,6
22908090541,'Purity and happiness',"Mazzel, Massimiliano",371.823 M477,96,1958,1
22908092227,'Campus and community journalism handbook',"Malinao, Atlito L.",371.897 M251,"34699, 34698, 34276",2005,3
22908092420,'Let our children go',"Biklen, Douglas",371.9 B594,"705, 705A",1974,2
22908095457,'Teaching the gifted and talented',"Correll, Marsha M.",371.9 C824,148,1978,1
22908095617,'Exceptional children',"Heward, William L.",371.9 H597,"31947, 31985, 32017, 32561",1988,4
22908100024,'Cases in learning and behavior problems',"Lerner, Janet",371.9 L616,20141,1980,1
22908100321,'Special education',"Rao, V. K.",371.9 R215,"33975, 33976",2004,2
22908100455,'Exceptional children',"Rathgeber, Arthur",371.9 R233 SG,31846,1991,1
22908100631,'Gross motor management of severely multiply impaired students',"Galka, Genevieve",371.91 G161,"785, 784, 783, 782",1980,4
22908100927,"'Modification of the mother - child interchange in language, speech and hearing'","Clezy, Gillian",371.9142 C635,"19113, 19114, 19115",1979,3
22908101150,'Language intervention strategies',"Schiefelbusch, Richard L.",371.9142 S332,"19333, 19234",1978,2
22908101437,'Speech correction',"Van Reper, Charles",371.9142 V274,33039,1954,1
22908101645,'The rehabilitation of speech',"West, Robert",371.9142 W519,33362,1957,1
22908102252,'Modern practices in the elementary school',"Hockett, John A.",372.01 H685,18034,1938,1
22908102444,'Teaching the elementary school subjects',"Cruz, Pilar Z.",372.13 C957,"32113, 32112",1993,2
22908102608,'Teaching elementary school subjects',"Gregorio, Herman C.",372.13 G821,30862,1965,1
22908103221,'The preschool handbook',"Brenner, Barbara",372.21 B838,31718,1990,1
22908103519,'The elementary school teacher at work',"Kyte, George C.",372.24 K99,20758,1958,1
22908103840,'Teaching strategies in basic geography',"Gutierrez, Darlene J. O.",372.891 G984,"961, 814",2000,2
22908104921,'The contexts and practices of science and math education in the Philippines',"Bernardo, Allan B. I.",372.35 B523,34281,2000,1
22908105241,'Teaching science successfully',"Ediger, Marlow",372.35 E23,33692,2004,1
22908110058,'Developing an effecive elementary science curriculum',"Herman, Jerry J.",372.35 H551,5745,1969,1
22908111851,"'Science, technology and society'","Mosteiro, Arnaldo P.",372.35 M915,34892,2006,1
22908112349,'Science education in 21st century',"Venkataiah, S.",372.35 V461,34683,2004,1
22908112726,'Strategies of health education (a text workbook)',"Asperas, Carlito M.",372.37 A839,34983,2005,1
22908112844,'Health principles and practice',"Langton, C. V.",372.37 L286,1358,1953,1
22908133505,'Reading instruction',"Harris, Larry A.",372.4 H314,"31744, 31741, 31742",1986,3
22908133829,'Developmental reading',"Romero, Angelita D.",372.4 R763,"32635, 34505, 34504, 896",2000,4
22908134640,'Comprehensive high school reading methods',"Sheperd, David L.",372.4 S571,8121,1973,1
22908135331,'Teaching reading in the elementary grades',"Tejero, Erlinda G.",372.4 T266,"33694, 34273",2004,2
22908135747,'Developmental reading',"Villamin, Araceli M.",372.4 V715 RE,"1371, 421, 20428, 20429, 20427",1987,5
22908140620,'Innovative strategies in teaching reading',"Villamin, Araceli M.",372.4 V715 84,"32053, 30847, 30846, 20654",1984,4
22908140928,'Innovative strategies in teaching reading',"Villamin, Araceli M.",372.4 V715 RE,962,2001,1
22908141230,'Teacher talk and student talk',"Bautista, Maria Lourdes S.",372.427 B352,34423,1994,1
22908141442,'Remedial reading',"Villamin, Araceli Marasigan",372.43 V715,95,1990,1
22908142450,'Faster reading',"Shefter, Harry",372.47 S542,30936,1958,1
22908142923,'Topics for the restless',"Spargo, Edward",372.47 S736,7784,1974,1
22908144421,'Critical thinking through reading and writing',"Cusipag, Maria N.",372.474 C986,34639,2006,1
22908145103,'Diagnostic and mastery tests',"McDougal, Littell",372.486 M137,20852,1981,1
22908150340,'Create',"Platts, Mary E.",372.5 P719,31831,1966,1
22908150825,'Teaching art and crafts in elementary school',"Wood, Annette",372.5 W857,18933,1981,1
22908152529,'Effective reading and writing',"Espina, Felicidad P.",372.6 E77,"107, 28, 20304, 20369",1974,4
22908154051,'Youth and literacy',"Gillette, Arthur",372.6 G479,20659,1972,1
22908154223,'Children and the language arts',"Henrick, Virgil E.",372.6 H566,33025,1955,1
22908154920,'Early childhood experiences in language arts',"Machado, Jeanne M.",372.6 M149,"30072, 30073, 30074, 30075, 30071",1985,5
