controlno,Title,Author,Callno,Accession,Copyright,Quantity
111407145121,'Philippine institutions',"Carroll, John J.",306 C319,18471,1970,1
111407145225,'Every man his way',"Dundes, Alan",306 D914,"32558, 18712",1968,2
111407150623,'Encounter of cultures the Muslims in the Philippines',"Guerrero, Leon Ma.",306 G934,31137,1972,1
111407151128,'Cultural anthropology',"Haviland, William A.",306 H388,31886,1990,1
111407151426,'The Cheyennes',"Hoebel, E. Adamson",306 H693,20367,1978,1
111407151636,'Padju Epat',"Hudson, Alfred B.",306 H885,125,1972,1
111407161632,'Culture and history',"Joaquin, Nick",306 J65,34556,2004,1
111507074350,'The Filipino adolescent in a rural and an urban setting',"Mendez, Paz Policarpio",306 M538,"30507, 30496, 30495, 19915, 19914, 19916",1979,6
111507075300,'Culture and society',"Schwartz, Barton M.",306 S399,30701,1968,1
111507075604,'Faces of culture',"Searles, Richard T.",306 S439,31805,1990,1
111507075909,'Anthropology',"Swartz, Marc J.",306 S973,18792,1976,1
111507083945,'The human experience',"Weitzman, David",306 W436,18762,1974,1
111507084152,'Primitive worlds',"Grosvenor, Gilbert M.",306.08 G879,31922,1973,1
111507084337,'Smart moves in the workplace',"Mukhi, Lin",306.3613 M952,35014,2005,1
111507084501,"'Man, values, and work ethics'","Ramirez, Luzviminda F.",306.3613 R173,33886,2004,1
111507084720,'Life at retirement',"Sison, Marites N.",306.38 S623,35089,1999,1
111507084831,'Sociological foundation of education',"Talestra, Hemlata",306.42 T143,33436,2003,1
111507085012,'The complete courtship',"Van Pelt, Nancy",306.734 V273,1317,1989,1
111507085506,'Man and woman',"Wilkins, Ronald J.",306.76 W884,20181,1975,1
111507085734,'Homosexuality the identity crisis',"Jagad, Guru",306.766 J24,30579,[19 - ?],1
111507090827,'Human intimacy',"Cox, Frank D.",306.8 C877,"31928, 31927",1990,2
111507091301,'Marriages and families',"Lamanna, Mary Ann",306.8 L214,32018,1991,1
111507091612,'Marriage how to have it the way you want it',"Eden, David",306.81 E22,"19024, 19023, 19022, 19020, 19021",1982,5
111507091903,'Your future and you',"Finley, James",306.81 F513,30402,1981,1
111507092044,'Filipino marriages in crisis',"Lapuz, Lourdes V.",306.81 L317,"33064, 33065",1977,2
111507092230,'Marriage and a carreer',"Mendez, Paz Policarpio",306.81 M538 4 C3,33360,1968,1
111507092850,"'The individual, marriage and the family'","Saxton, Lloyd",306.81 S273,"30155, 30152, 30154, 30153, 30151",1977,5
111507093229,'Your marriage and family living',"Landis, Paul H.",306.85 L257,19719,1977,1
111507093449,'The Punjabi Indian family in Manila',"Pabla, Tarlochan Kaur",306.85 P112,33061,1986,1
111507095920,'Patterns of living in Puerto Rican families',"Roberts, Lydia J.",306.85,18053,1949,1
111507100123,'Rethinking the family some feminist questions',"Thorne, Barrie",306.85 T511,34323,1982,1
111507100336,'Proceedings FAO/UNDP Asia and the Far East Seminar on strengthening family life',University of the Philippines,306.85 U58,18799,1971,1
111507100557,'Between parent and child',"Ginott, Haim G.",306.874 G493,32564,1968,1
111507101023,'Earth father / Sky father',"Colman, Arthur",306.8742 C716,"19138, 18890, 19140, 19139, 19137, 19141, 18888, 18889",1981,8
111507102405,'Four days',United Press International,306.9 U58,34417,1964,1
111507102650,'The community 1',"Boquiren, Telesforor N.",307 B725,20684,1976,1
111507102926,'Manual on community immersin and integration',"Corpuz, Brenda B.",307 C822,"33659, 33660, 1431",2003,3
111507103137,'Community immersion',"Linao, Rex T.",307 L735,34541,2004,1
111507103706,'Community immersion a dialogue of lifeq',"Masculino - Almeda, Rosario",307 M395,31316,2002,1
111507103945,'Management and the TAO',"Silos, Leonardo R.",307.14 S585,34310,1998,1
111507104508,'Practicing community development principles in our barangay',"De Leon, Alwin B.",307.1412 D346,"35288, 34582, 34503, 34502",2005,4
111507104646,'Rural policy research alternatives',North Central Regional Center for Rural Development,307.1412 N864,18670,1978,1
111507104934,"'A structural and functional analysis of farm, fishing and kaingin families'","Samonte, Virginia PB.",307.1412 S191,20762,1980,1
111507105337,'Citizens in conflict',"Simmie, J. M.",307.1412 S592,"199247, 199248, 199249",1974,3
111507105524,'Elementary statistics with computer applications',"Altares, Priscilla S.",310 A465 ESC,"35044, 35043, 35042, 35041",2005,4
111507111900,'Elementary statistics',"Altares, Priscilla S.",310 A465,"33325, 33641",2003,2
111507112653,'Introductory statistical analysis',"Anderson, T. W.",310 A551,"10751, 7678, 7996",1974,3
111507140517,'Simplified approach to statistics',"Angeles, Ma. Felisa D.",310 A581,33832,2005,1
111507140814,'Fundamentals statistics',"Basilio, Faith B.",310 B312,33889,2003,1
111507141118,'Statistics for Filipino students',"Batacan, Ma. Carmelita A.",310 B328 2E,"35392, 35393",2006,2
111507141322,'Basic business statistics',"Berenson, Mark L.",310 B489,34995,2006,1
111507141556,'Elementary statistics',"Blay, Basilia Ebora",310 B645,34636,2005,1
111507141717,'Probability and statistical concepts',"Bolaños, Alex B.",310 B687,"35458, 33644","1997, 2005",2
111507142433,'Statistics made simple',"Broto, Antonio S.",310 B874,"35129, 34681, 35128",2006,3
111507143403,'Statistics for university students',"Coronel, Gregorio G.",310 C822,34783,2004,1
111507144615,'Fundamental statistics for college students',"De Leon, Cynthia R.",310 D346,"32392, 32391, 90, 88, 89",1992,5
111507150316,'Business statistics',"Del Rosario, Asuncion M.",310 D364,34174,1999,1
111507150456,'Basic statistical methods',"Downie, N. M.",310 D751 4E,"18165, 18166",1974,2
111507150740,'Basic statistical methods',"Downie, N. M.",310 D751 5E,"19670, 19668, 19669, 31454",1984,4
111507151145,'Introduction to statistics',"Febre, Francisco A. Jr.",310 F289,"703, 19474, 19286",1987,3
111507151448,'Fundamental concepts and methods in statistics',"Garcia, George A.",310 G216,"34885, 34880, 34691, 34690, 34884",2006,5
111507151715,'Basic behavioral statistics',"Gehring, Robert E.",310 G311,"10730, 10264, 10732, 10262",1978,4
111507152156,'Instructor''s manual basic behavioral statistics',"Gehring, Robert E.",310 G311 IM,"10262A, 10263A",1978,2
111507152717,"'Instructor''s manual with test bank, solutions and transparency masters to accompany statistics for the behavioral sciences'","Gravetter, Frederick J.",310 G776,35111,2002,1
111507153016,'Statistics for modern business decisions',"Lapin, Lawrence L.",310 L313,8101,1973,1
111507153340,'Modern statistics for business and economics',"L Esperance, Wilfred L.",310 L637,8119,1971,1
111507153454,'Elementary statistics in social research',"Levin, Jack",310 L665,"34784, 34467",2004,2
111507153944,'Basic statistics for business and economics',"Lind, Douglas A.",310 L742 5E,"35592, 35593, 35591",2006,3
111507154203,'Principles of statistics',"McGee, Victor E.",310 M148,8006,1971,1
111507154323,'A first course in business statistics',"McClave, James T.",310 M162,"31722, 31686",1989,2
111507154650,'Programed learning aid for business and economic statistics',"Mason, Robert D.",310 M399,"19264, 18979, 18980, 19266, 19265, 19268, 19267",1978,7
111507155007,'Statistics for management and economics',"Mendenhall, William",310 M537,8171,1974,1
111507160420,'Elements of statistics',"Mode, Elmer B.",310 M689,31547,1965,1
111507160552,'Statistical hnadbook of the Philippines 1988',National Statistics Office,310 N277,32096,1988,1
111507161031,'Introductory statistics',"Navarette, Norberto",310 N321,32399,1987,1
111507161607,'Introductory statistics',"Pagoso, Cristobal M.",310 P139,"34515, 33391",1985,2
111512150345,"'A survey of the reading comprehension abilities and disabilities of Grade VI pupils in San Fernando Sur, Elementary School, San Fernando Sur, Cabiao, Nueva Ecija SY 2011-2012'","Jimenez, Rocelle I.",UT 372.47 J61 12E,38019,2012,1
111512151756,'Understanding investment analysis and portfolio management',"Brown, Keith C.",332.6 B878 12E,"37881, 37904",2012,2
111512151922,'Income taxation made easy',"Ballada, Win",336.24 B188 13E,"38029, 38028, 38027, 38026, 38025",2013,5
111512152055,'Quizzer in obligations and contracts made easy',"Ballada, Win Lu",346.07 B188 02E,37595,2002,1
111512152152,'LET',"Bognot, Filipinas L.",370.711 B675 12E,"38024, 38023, 38021, 38022",2012,4
111607091340,'Introduction to statistical methods (with applications)',"Parel, Cristina P.",310 P227,18991,1977,1
111607091507,'Applied basic statistics',"Reyes, Flordeliza C.",310 R457,707,1999,1
111607092009,'Statistics',"Rossi, Richard J.",310 R833,34416,2001,1
111607095451,'General statistics',"Sta. Maria, Antonina C.",310 S232,50348,1988,1
111607095610,'General statistics',"Sta. Maria, Antonina C.",310 S232,"34466, 34465",1998,2
111607100115,'Elementary statistics for Philippine high schools',"Ulpindo - Curz, Carmelita",310 U38,"50536, 32967",1980,2
111607100346,'College statistics',"Utzurrum, Jonathan B.",310 U93 CS,586,1995,1
111607100601,'Manual in college statistics',"Utzurrum, Jonathan B.",310 U93 MCS,20498,[19 - ?],1
111607100713,'Basic statistics',"Ybanez, Lydia Monson",310 Y36,"708, 65",1999,2
111607100826,'Elementary statistics',"Zamora - Reyes, Carmela O.",310 Z25,34538,2003,1
111607101001,'PAUW',"Ancheta, Herminia M.",318 A539,31082,1979,1
111607101142,'Principles of political science',"Aruego, Jose M.",320 A793,"34051, 34052",1981,2
111607101456,'Fundamentals of political science',"Ayson, Florentino G.",320 A987,"32723, 584, 32722",1993,3
111607101644,'Fundamentals of political science',"Ayson, Florentino G.",320 A987 2E,"33516, 33515",2004,2
111607101844,'Government in action',"Keohane, Robert E.",320 K37,256,1953,1
111607102058,'Essentials of political science 2',"Laurente, Reynold R.",320 L382,"34947, 34948",2006,2
111607102836,'Introduction to political science',"Rodee, Carlton Clymer",320 R687,30399,1977,1
111607103011,'Political science',"Zaide, Sonia M.",320 Z21,"32200, 32259, 32261, 32637",1992,4
111607103141,'Political science',"Zaide, Sonia M.",320 Z21 2E,889,1996,1
111607103532,'Foundations and dynamics of political science',"Zulueta, Francisco M.",320 Z94 96E,32931,1996,1
111607103658,'Foundations and dynamics of political science',"Zulueta, Francisco M.",320 Z94 2E,33594,2003,1
111607103824,'Theories of the political system',"Bluhm, William T.",320.011 B658,8076,1971,1
111607103932,'An introduction to the politics of transition',"Marcos, Ferdinand E.",320.011 M321,30390,1978,1
111607104043,'Political sciences and area studies',"Pye, Lucian W.",320.02 P995,"18677, 18680",1975,2
111607104327,'Political financing',"Alexander, Herbert E.",320.101 A375,18450,1972,1
111607104523,'Countries and concepts',"Roskin, Michael G.",320.3 R821,31974,1989,1
111607104713,'The declaration of independece',"Becker, Carl L.",320.5 B395,"235, 293, 234",192,3
111607104859,'Ang pagkabuo ng nasyonalismong Pilipino',"Cruz, Romeo V.",320.5 C957,20646,1975,1
111607105036,'Contemporary political ideologies',"Eatwell, Rogert",320.5 E14,"32449, 32448, 32447, 32446, 32442",1993,5
111607105427,'Political man and social man',"Wolff, Robert Paul",320.5 W855,18944,1966,1
111607105730,'Townsmen or tribesmen',"Mayer, Philip",320.52 M468,7635,1974,1
111607105925,'Father Jose Burgos priest nd nationalist',"Schumacher, John N.",320.54 S392,30666,1972,1
111607112623,'The parliamentary system',"Duavit, Gilberto M.",320.599 D812,33307,[19 - ?],1
111607144730,'Politics and urban policies',"Hawkins, Brett W.",320.6 H393,18625,1971,1
111607144923,'Politics in states and communities',"Dye, Thomas R.",320.8 D995,31933,1991,1
111607152157,'The urban political system',"Lewis, Eugene",320.85 L673,5701,1973,1
111607152322,'The road beyond Edsa',"De Jesus, Melinda Quintos",320.9 D326,"34661, 34662, 34660",2002,3
111607153009,'The Philippines',"Leyco, Socorro R.",320.9 L682,"19075, 19076",1975,2
111607153332,'Aquino vs. Marcos the grand collision',"Martinez, Manuel F.",320.9 M585,31404,1984,1
111907080213,'Greece',"Miller, Helen Hill",320.9495 M648,31380,1965,1
111907080336,'Towards the post-Mao era',"Villacorta, Wilfrido V.",320.951 V712,19056,1976,1
111907080527,'India',"Hardgrave, Robert L. Jr.",320.954 H259,8124,1970,1
111907080707,'Regime change in afghanistan',"Saikal, Amin",320.9581 S132,32145,1991,1
111907081226,'The evolution of the Philippine government',"Aruego, Jose M.",320.9599 A793,20217,1974,1
111907090139,"'Politics, governance and government with Philippine constitution'","Dannug, Roman R.",320.9599 D188,34575,2004,1
111907091253,'Government by the people',"Burns, James MacGregor",320.973 B967,"20226, 32958",1972,2
111907091718,'The 1940''s profile oa a nation in crisis',"Eisinger, Chester E.",320.973 E36,32219,1969,1
111907092219,'Politics and the American future',"Harrigan, John J.",320.973 H297,285,1992,1
111907095358,'The politics of American democracy',"Irish, Marian D.",320.973 I68,20231,1965,1
111907100225,'Governing the United States',"Olson, David J.",320.973 O52,"18281, 18280",1978,2
111907100452,'When the Pentagon was for sale',"Pasztor, Andy",320.973 P293,909,1995,1
111907101250,'People vs. government',"Rieselbach, Leroy N.",320.973 R375,18646,1975,1
111907101442,'Our freedom documents',"Watts, Robert B.",320.973 W352,"32947, 18866",1977,2
111907101650,'Behind the scenes in American government',"Woll, Peter",320.973 W863,20391,1985,1
111907103411,'Utopia or oblivion',"Fuller, R. Buckminster",321.07 F967,236,1969,1
111907103605,'Handbok of revolutionalry warfare',"Nkrumah, Kwame",321.094 N738,32987,1969,1
111907103754,'Feudalism in Japan',"Duus, Peter",321.3 D981,8180,1969,1
111907104440,'American democracy in theory and practice',"Carr, Robert K.",321.8 C312,31542,1961,1
111907104626,'The development of democracy in the ASEAN region',"Dejillas, Leopoldo J.",321.8 D326,34288,1997,1
111907105030,'The irony of democracy',"Dye, Thomas R.",321.8 D995,31970,1990,1
111907105257,'Everyday problems of American democracy',"Greenan,, John T.",321.8 G798,2282,1953,1
111907105406,'The moral foundation of democracy',"Hallowell, John H.",321.8 H193,19081,1954,1
111907105638,'Church and state in medieval Europe 1050-1314',"Renna, Thomas J.",322.1 R414,8173,1974,1
111907105812,'The power of reform in the AFP logcom a true story the struggle continues...',"Mariano, Manuel B.",322.44 M333,34321,1992,1
111907105951,'Human rights',"De Feyter, Koen",323 D313,34652,2005,1
111907110122,'Human rights centered development',"Diokno, Maria Socorro I.",323 D591,34537,2004,1
111907110248,'The right of the people',"Douglas, William O.",323 D737,"290, 291",1966,2
111907110412,'Your and your rights',"Maxwell, James A.",323 M465,33171,1982,1
111907110524,'Filipino women in public affairs',National Commission on the Role of Filipino Women,323.24 N277,31114,1985,1
111907110649,'Martin Luther King Jr.',"Millender, Dharathula H.",323.4092 M646,35082,1983,1
111907111006,'Our freedom documents',"Watts, Robert B.",323.44 W352,20551,1977,1
111907111332,'Freedom of information',United Nations Department of Social Affairs,323.445 U58,2,1950,1
111907112637,'Your life as a citizen',"Smith, Harriet Fullen",323.6 S649,248,1952,1
111907134647,'The people shall judge',"Staff, Social Science I",323.6 S678,16,1949,1
111907135153,'American political parties',"Ladd, Everett Carll",324.2 L154,7782,1970,1
111907135506,'Political financing',"Alexander, Herbert E.",324.21 A375,"18416, 18415",1972,2
111907135649,'Campaign money',"Alexander, Herbert E.",324.78 A375,"19105, 19260",1976,2
111907135945,'Remnats of empire',"Wainhouse, David W.",325.3 W141,33357,1964,1
111907140532,'The Philippines turns east',"Macapagal, Diosdado",327 M114,32920,1966,1
111907141128,'Compadre colonialism',"Owen, Norman G.",327 O97,124,[19 - ?],1
111907142821,'Macro politics',"Sterling, Richard W.",327 S838,18668,1974,1
111907143021,'Philippine foreign policy',"Ingles, Jose D.",327.1 I51,31840,1982,1
111907144340,'The Arab - Israeli conflict readings and documents',"Moore, John Norton",327.16 M822,7817,1977,1
111907144642,"'The Russo - Japanese rivalry over Korea, 1876-1904'","Synn, Seung Kwon",327.16 S993,137,1981,1
111907144905,'Quest for peace',"Cedeño, Lourdes R.",327.174 C389,34000,2001,1
111907145955,'Arms control and disarmament',"Lawrence, Robert M.",327.174 L422,18405,1973,1
111907150434,'A guide to protocol',"Salcedo, Luis Moreno",327.2 S161,30687,1959,1
111907150656,'An affair of honor',"Quirk, Robert E.",327.2908 Q8,32621,1967,1
111907150915,'Economic decolonization',"Romulo,Carlos P.",327.599 R767,32912,1977,1
111907151045,'The difficult triangle',"Jauberth, H. Rodrigo",327.730 J41,"32136, 32135",1992,2
111907151255,'China and the world',"Kim, Samuel S.",327.951 K49,"32129, 32130",1989,2
111907151446,'The seniority system in congress',"Hinckley, Barbara",328.33 H659,18695,1972,1
111907151606,'Economics',"Baumol, William J.",330 B348,34145,1998,1
111907151955,"'Economics, Mathematically speaking'","Bingham, Robert C.",330 B613,8140,1972,1
111907152438,'Principles of economics',"Brandis, Royall",330 B818,8126,1972,1
111907153128,'An introduction to principles of economics',"Case, Karl E.",330 C337 8E,"35385, 35378",2007,2
111907153400,'Principles of economics',"Castillo, Andres V.",330 C352 70E,"30377, 9689",1970,2
111907154232,'Principles of economics',"Castillo, Andres V.",330 C352 80E,"32667, 30376",1980,2
111907154856,'Contemporary economic issues',"Chamberlain, Neil W.",330 C443,"7823, 7821, 7702, 7701, 7700",1973,5
111907155330,'Economics',"Costales, Achilles C.",330 C837,"34953, 34954",2000,2
111907155551,'Managerial economics',"Dean, Joel",330 D281,"5560, 10412",1972,2
111907160116,'Regional cooperation and integration in ASIA',"Fukasaku, Kiichiro",330 F961,33179,1985,1
111907160656,'Mastering the principles of economics',"Guzman, Juliet S.",330 G993 ME,"35391, 35390",2004,2
111907160835,'The economic problem',"Heilbroner, Robert L.",330 H466 EP,8094,1975,1
111907161014,'Contemporary economics',"Howard, Willard W.",330 H853,8112,1971,1
111907161338,'Principles of economics',"James, Clifford L.",330 J27,5698,1967,1
111907162012,'Principles of managerial economics',"Keat, Paul G.",330 K25,34778,2003,1
111907162740,'Economic problems of today',"Klein, Jacob",330 K64,31569,1953,1
111907162906,'Introduction to economics',"Leaño, Roman D. Jr.",330 L437,"34816, 34815",2005,2
111910153202,'Field study 6 : on becoming a teacher',"Bilbao, Purita B.",370.711 B595 10E,"37020, 37021, 37022",2010,3
111910153340,'Field study 5 : learning assessment strategies',"Lucido, Paz I.",370.711 L937 10E,"37019, 37017, 37018",2010,3
111910153516,'Field study 4',"Borabo, Milagros L.",370.711 B726 10E,"37014, 37015, 37016",2010,3
111910155400,'Field study 3',"Lucas, Maria Rita D.",370.711 L933 10E,"37011, 37013, 37012",2010,3
111910155556,'Field study 2',"Corpuz, Brenda B.",370.711 C822 10E,"367010, 367009",2010,2
111910155911,'Field study 1',"Lucas, Maria Rita D.",370.711 L933 10E,"37006, 37005, 37008",2010,3
111910160230,'Macroeconomics',"Mankiw, N. Gregory",339 M278 07E,"36932, 36946",2007,2
111910160457,'Statistics for Filipino students',"Batacan, Ma. Carmelita A.",310 B328 09E,"36967, 36966",2009,2
111910160631,'Elementary Statistics',"Almeda, Josefina Venegas",310 A447 10E,36972,2010,1
111910160747,"'Sociology, culture and family planning'","San Juan, Wilfredo R.",301 S195 07E,"36991, 36992",2007,2
112007080332,'Elementary economics 1',"Sicat, Gerardo P.",330 S565 I,"34886, 35583, 35584","2003, 2005",3
112007080724,'Macroeconomics 2',"Sicat, Gerardo P.",330 S565 2,"35586, 35585, 34887","2003, 2006",3
112007080857,'Philippine economic and development issues',"Sicat, Gerardo P.",330 S565 3,34888,2003,1
112007081211,'Contemporary economics',"Silk, Leonard S.",330 S593,8095,1975,1
112007081319,'Economics made simple',"Singer, Leslie P.",330 S617,5770,1967,1
112007081417,'Contemporary economics',"Spencer, Milton H.",330 S745,10497,1974,1
112007082103,'Economics',"Starr, Philip C.",330 S796,8152,1975,1
112007082215,'Study guide for Baumol and Blinder''s economics',"Swan, Craig",330 S972 SG,31783,1991,1
112007082421,'The emergence of Philippine economy',"Valdepeñas, Vicente B. Jr.",330 V144,7020,1977,1
112007082554,'Student exercise book for modern economics',"Waehrer, Helan Youngelson",330 W126 SEB,580,1973,1
112007085009,'Living economics',"Zaide, Sonia M.",330 Z21,35160,2005,1
112007085515,'History of economic thought',"De Leon, Emmanuel B.",330.01 D346,"31503, 31502",1990,2
112007085801,'Econometrics',"Maddala, G. S.",330.015795 M179,31706,1977,1
112007085934,'The age of economist',"Fusfeld, Daniel R.",330.092 F993,19983,1970,1
112007090254,'Economic responses to a changing world',"Harter, Lafayette G. Jr.",330.1 H326,8092,1972,1
112007090828,'The evolution of economic thought',"Kuhn, W. E.",330.1 K96,8067,1970,1
112007091409,'Great myths of economics',"Paarlberg, Don",330.1 P111,31521,1968,1
112007091522,'Economics',Economics,330.1 U43,8142,1965,1
112007091918,'The price system and resource allocation',"Leftwich, Richard H.",330.12 L495,"8057, 8049",1973,2
112007101008,'The consumer society',"Jone, Peter d A.",330.122 J78,31516,1965,1
112007101112,'Social market economy',"Jung, Winfried",330.122 J95,34350,1990,1
112007101429,'Elementary Keynesian economics',"Galano, Rolando I.",330.156 G146,"19308, 19307",1975,2
112007101644,'Aggregate economic analysis',"McKenna, Joseph P.",330.156 M155,19593,1977,1
112007101830,'How to borrow your way to a great fortune',"Hicks, Tyler G.",330.16 H631,30971,1980,1
112007102147,'Economics',"Sicat, Gerardo P.",330.7 S565 03E,19470,2003,1
112007102401,'The end of progress',"Renshaw, Edward F.",330.9 R421,"18688, 18678",1976,2
112007102609,'The Philippine road to nichood',"Thompson, W. Scott",330.9 T486,548,1996,1
112007102814,'The changing American economy',Voice of America,330.9 V889,20739,[19 - ?],1
112007102959,'Economic geography',"Hoffman, Lawrence A.",330.93 H699,"18014, 10688",1965,2
112007103207,'Economic geography',Vinge. C. L.,330.93 V784,8008,1966,1
112007103413,'An introduction to quantitative analysis in human geography',"Yeates, Maurice",330.93 Y41,18552,1974,1
112007105004,'Iran',"Jacqz, Jane W.",330.955 J21,"7689, 7688",1976,2
112007105919,'An economist''s protest',"Friedman, Milton",330.973 F868,8178,1972,1
112007110128,'Economic of labor relations',"Bloom, Gordon F.",331 B655,10532,1973,1
112007110511,'Industrial relations',"Glassman, Alan",331 G549,31776,1985,1
112007111610,'Labor economics and labor legislations',"Miranda, Gregorio S.",331 M672 79,"19559, 19560",1979,2
112007111955,'Labor economics and labor legislation',"Miranda, Gregorio S.",331 M672 3E,"31507, 32638",1992,2
112007112134,'Labor economics',"Pagoso, Cristobal M.",331 P139,20422,1983,1
112007112345,'Introduction to labor economics',"Phelps, Orme W.",331 P539,8061,1967,1
112007112509,'Labor economics and labor relations',"Reynolds, Lloyd G.",331 R463,20273,199,1
112007112649,'American labor sourcebook',"Rifkin, Bernard",331 R564,18379,1979,1
112007142521,'Labor relations',"Sandver, Marcus Hart",331 S221,31717,1987,1
112007142800,'How to really get hired. Guaranteed!',"Saret, John Anthony M.",331.124 S244,"700, 702, 699, 701, 698",1995,5
112007143813,'How to win the job you want',"King, David",331.125,35158,2005,1
112007144107,'Economics of wage and price controls',"Pohlman, Jerry E.",331.21 P748,8045,1972,1
112007144418,'Training in organizations',"Goldstein, Irwin L.",331.259 G624,31772,1986,1
112007144613,'Measuring training effectiveness',"Mercado, Cesar M.",331.259 M553,34625,2005,1
112007145028,'Is networking for you? A working woman''s alternative to the old boy system',"Stern, Barbara B.",331.4 S839,"19039, 19043, 19042, 19040, 19041",1981,5
112007145343,'Half of the world',UNESCO,331.4 U56,20609,1980,1
112007145733,'The sociology of occupations',"Krause, Elliott A.",331.7 K91,8118,1971,1
112007145858,'Occupational careers',"Slocum, Walter L.",331.702 S634,19261,1974,1
112007150123,'Labor management relations',"Miranda, Gregorio S.",331.89 M672 RE,"19569, 19568, 19567, 32725, 32726",1994,5
112007150449,'Cases in collective bargaining and industrial relations',Collective Bargaining,331.89 S365,"31771, 31769",1989,2
112007150941,'How arbitration works',"Elkouri, Frank",331.89143 E43,32622,1973,1
112007151635,'The federal deficit',"Hamovitch, William",332,139,1965,1
112007152441,"'Money, credit and banking'","Medina, Roberto G.",332 M491,"33169, 33165, 33167, 33168, 800, 33166, 33916",2000,7
112007153723,'International finance',"Miranda, Gregorio S.",332 M672,"31513, 31512",1988,2
112007154258,'Personal finance',"Burton, Robert H.",332.024 B974,18617,1978,1
112007154427,'Pwede na!',"Cruz, Efren Ll.",332.024 C957,34645,2005,1
112007154605,'Finance',"Melicher, Ronald W.",332.0973 M522,"34159, 34010",2000,2
112007154922,"'Money, banking and finance'","Abola, Victor A.",332.1 A154 06E,"35403, 35404",2006,2
112007155622,"'Introduction to Philippine money, credit and banking'","Alminar - Mutya, Ruby F.",332.1 A449 05RE,35302,2005,1
112007155830,'Money and banking',"Black, Tyrone",332.1 B627,31775,1988,1
112007160024,'The economics of money and banking',"Chandler, Lester V.",332.1 C455,5746,1978,1
112007160409,"'Money, credit and banking'","Fajardo, Feliciano R.",332.1 F159 4E,"34060, 872, 34059, 33451, 31607",1993,5
112007160910,"'Money, credit and banking'","Fajardo, Feliciano R.",332.1 F159 06E,35295,2006,1
112007161740,"'Money, credit and banking'","Fajardo, Feliciano R.",332.1 F175,"19792, 19793, 19791",1983,3
112007161916,'Financial institutions and markets',"Johnson, Hazel J.",332.1 J67,282,1993,1
112007162434,'Banking theorgy and practice',"Leuterio, Mercedes M.",332.1 L654,"33630, 33444",2004,2
112014130116,'Human behavior in organization',"Medina, Roberto G.",302.35 M491 13E,302.35,2013,1
112014130333,'Tourism planning and development',"Cruz, Reil G",N/A,38831-2,2013,1
112014130541,'Constitution made simple',"De Leon, Hector S.",342.02 D346 13E,"39180, 38861, 38860",2013,3
112014130759,'Philippine tourism laws',Cabulay. Danny Araneta,343.07891 C117 14E,38900,2014,1
112014131131,'Environmental science',American Geolocical Institute,363.7 A512 14E,38858,2014,1
112014133907,'Basic statistics',"Brase, Charles Henry",310 B823 12E,38848,2012,1
112014134320,"'Financial institutions, markets, and money'","Kidwell, David W",332.1 K46 13E,38856,2013,1
112014134753,'Comprehensive review of taxation',"De Leon, Hector S.",336.2 D346 10E,38876,2010,1
112014141059,"'The law on income taxation ; with Illustrations, problems and solutions'","De Leon, Hector S.",336.24 D346 13E,38880,c 2013,1
112018082516,'9 keys to successful leadership',"Merritt, James",303.34 M572 11E,"40678, 40677",2011,2
112018082930,"'My maid invests in the stock market . . . and why you should, too!'","Sanchez, Bo",332.678 S237 10E,40735,2010,1
112018083812,'Festival Philippines: a guide to the country's colourful festivities',"Urlanda, Randy V.",394.269599 U77 12E,"40680, 40679",2012,2
112107090030,"'Essentials of money, credit and banking'","Miranda, Gregorio S.",332.1 M672 5E,"19676, 18182, 19448, 19673, 19674, 19675, 20746, 661",1981,8
112107090556,'Non-commercial banking',"Miranda, Gregorio S.",332.1 M672 N,7597,1978,1
112107090711,'Central banking',"Fajardo, Feliciano R.",332.11 F175 CB91,30859,1991,1
112107090924,'Central banking',"Fajardo, Feliciano R.",332.11 F175 CB94,"33637, 34168, 34171",1994,3
112107095759,'Economics',"Lipsey, Richard G.",330 L767 6E,31451,1981,1
112107100614,'Economics',"Lipsey, Richard G.",330 L767 9E,31781,1990,1
112107100844,'Modern economic organization',"Low, Richard E.",330 L912,5699,1970,1
112107101122,'Apporach to economics',"Mai, Ludwig H.",330 M217,10374,1964,1
112107101413,'Solutions to technical and analytical questions for use with economic analysis',"Maurice, S. Charles",330 M455,3192,1992,1
112107101621,'Principles of economics',"Medina, Roberto G.",330 M491,33626,2003,1
112107102000,'Economics',"Miller, Roger LeRoy",330 M649,"32502, 32503, 32509",1978,3
112107102200,'Basic economic concepts in Philippine context',"Resurreccion, Celedonio O.",330 R435,"5534, 5533",1975,2
112107102512,'Economics',"Reynolds, Lloyd G.",330 R463 EGI,"7995, 1971, 1972, 7973, 1994",1973,5
112107102817,'Programmed learning aid for principles of economics',"Reynolds, Lloyd G.",330 R463 PL,"678, 679, 680, 681, 683",1973,5
112107103740,'Principles of economics',"Ruffin, Roy J.",330 R923,20206,1983,1
112107104300,'Economics',"Samuelson, Paul A.",330 S193 11E,"30429, 31430",1981,2
112107104429,'Economics',"Samuelson, Paul A.",330 S193 14E,277,1992,1
112107104644,'Economics',"Samuelson, Paul A.",330 S193 1A,20464,1955,1
112107104806,'How to use money',"Samuel, Philip J.",332.024 S193,35141,2006,1
